,date,category,article title,compound score
4260,27/03/2018, Business,"Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again",-0.8611
4302,28/03/2018, Markets,"Bond Investors Don’t Fear Corporate America’s Rising Debt Load , SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again, Bond Investors Don’t Fear Corporate America’s Rising Debt Load , SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again",-0.1531
4308,29/03/2018, Business,"Bond Investors Don’t Fear Corporate America’s Rising Debt Load , SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again, Bond Investors Don’t Fear Corporate America’s Rising Debt Load , SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again, Bond Investors Don’t Fear Corporate America’s Rising Debt Load , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York, Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York, Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York, Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York",-0.7319
4362,30/03/2018, Markets,"Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York, Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet, BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet, BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet, BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet, BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet, BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year , Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading ",0.9464
4398,31/03/2018, Business,"Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year ",-0.8689
4404,01/04/2018, Markets,"Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading , Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year ",-0.9022
4416,02/04/2018, Financial Regulation,"Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading , Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year , Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading , Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year , Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading , Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling ",-0.9844
4452,03/04/2018, Markets,"Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher, SpaceX and United Launch Alliance Split Rocket Contracts , Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling , Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher, SpaceX and United Launch Alliance Split Rocket Contracts , Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling , Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher",0.5267
4476,04/04/2018, Business,"SpaceX and United Launch Alliance Split Rocket Contracts , Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling , Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher, SpaceX and United Launch Alliance Split Rocket Contracts , Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling , Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher, SpaceX and United Launch Alliance Split Rocket Contracts , Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad, U.S. Stocks Rise but Post Weekly Losses, Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad, U.S. Stocks Rise but Post Weekly Losses, Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad, U.S. Stocks Rise but Post Weekly Losses, Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad, U.S. Stocks Rise but Post Weekly Losses, Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad",-0.7184
4524,05/04/2018, Markets,"U.S. Stocks Rise but Post Weekly Losses, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options, Florida Gives Payday Lenders a Boost, Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options, Florida Gives Payday Lenders a Boost, Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options",-0.9428
4584,06/04/2018, Markets,"Florida Gives Payday Lenders a Boost, Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options, Florida Gives Payday Lenders a Boost, Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options, Florida Gives Payday Lenders a Boost, Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers ",-0.9371
4632,07/04/2018, Business,"To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ , Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers , To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ , Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers , To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ , Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers , To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ , Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers , To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ ",0.875
4662,08/04/2018, Business,"Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts, Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal , Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts, Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal , Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts",-0.5574
4686,09/04/2018, Business,"Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal , Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts, Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal , Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts, Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal , Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Airlines Conquer Long-Haul Flights. Now Can Passengers? , San Francisco Fed Leader Is Front Runner to Serve as N.Y. Fed President , Winning at Tariffs: Be From Exempted Nation, Produce in U.S., Airlines Conquer Long-Haul Flights. Now Can Passengers? , San Francisco Fed Leader Is Front Runner to Serve as N.Y. Fed President , Winning at Tariffs: Be From Exempted Nation, Produce in U.S., Airlines Conquer Long-Haul Flights. Now Can Passengers? , San Francisco Fed Leader Is Front Runner to Serve as N.Y. Fed President , Winning at Tariffs: Be From Exempted Nation, Produce in U.S., Airlines Conquer Long-Haul Flights. Now Can Passengers? ",-0.9976
