Unnamed: 0,date,category,article title,compound score
492,07/03/2018,Markets,"Scaramucci: Markets are overreacting to 'shock' of tariffs, European stocks close higher after EU threatens US with tariffs; Renault briefly pops 8%, Virtual currencies are commodities, US judge rules, Ripple CEO tells cryptocurrency industry to 'work with the regulators', The SEC just made it clearer that securities laws apply to most cryptocurrencies and exchanges trading them",-0.4588
499,08/03/2018,Finance,"Japanese authorities issue punishments to several cryptocurrency exchanges, Europe markets closed higher for the fourth straight session following ECB decision, Bitcoin drops over increased scrutiny of exchanges, now down 18% over 2 days",0.0516
502,09/03/2018,Markets,"Cash is back as an asset because of rising US bond yields, strategist says, Chart analysts are getting worried about bitcoin: 'No touch', Bitcoin prices fall below $9,000 — a 24% decline for the week, Cramer on possible Blankfein exit: He wants 'new blood' and didn't want to stay there 'too long', Wall Street analyst creates new index that tries to tell you when to buy bitcoin, A look at who could next run Goldman Sachs, Europe finishes in the black after US adds 313K jobs in February, Goldman's long-time CEO Lloyd Blankfein may be preparing to leave, The government's crypto crackdown may not affect bitcoin: Blockchain venture capitalist",0.2448
512,12/03/2018,Markets,"Political turmoil won't stop the markets from going higher: Wall Street veteran Yardeni, Honeywell, other US companies look to benefit from China's gigantic 'Belt and Road' initiative, Investors bullish on bitcoin now that the 'Tokyo Whale' has stopped selling, David Solomon to be next president and CEO of Goldman Sachs, Cramer: Goldman's move gives David Solomon a great chance to grow into the CEO job, Europe ekes out minor gains by the close, as utilities outperform fellow sectors , Trump says Commerce Secretary Ross will speak with EU about eliminating tariffs against US, Want free cryptocurrency? 'Airdrops' is coming",0.9116
521,13/03/2018,Finance,"Japan will urge G20 to step up on preventing cryptocurrencies for money laundering, says government official, China plans new ministries and merger of regulators in massive government revamp, Europe finishes sharply lower after Tillerson ousting rattles markets; Iliad tumbles 10%, Bitcoin can’t provide the answer to a cashless society, top central bank policymakers say, Just two stocks — Boeing and Goldman — have been responsible for keeping the Dow afloat this year",0.2023
527,14/03/2018,Finance,"Former Equifax executive charged with insider trading for dumping nearly $1 million in stock ahead of data breach, Markets get a friend in Larry Kudlow who might buck Trump on two key issues, Congressional hearing on cryptocurrencies devolves into bitcoin bash fest, Bitcoin bubble 'just about to burst,' major money manager says, SEC approves experiment with stock exchanges on issues raised by high-speed trading, Bitcoin briefly falls below $8,000 after Google says it will ban cryptocurrency ads, European stocks close slightly lower as trade war fears weigh on Wall Street, Noble Group signs binding agreement for financial restructuring",-0.4951
536,15/03/2018,Markets,"Stock-trading app Robinhood now reportedly worth more than $5 billion, Bad news for bitcoin miners: It's no longer profitable to create the cryptocurrency, by some estimates, Credit Suisse is being sued for losses over a controversial financial product, Bitcoin briefly drops below $8,000 again, European equities finish on a high note amid strong earnings; trade concerns ease, Over $60 billion wiped off value of cryptocurrencies in 24 hours as bitcoin slide continues , Peter Thiel is betting on bitcoin because one cryptocurrency will become the 'online equivalent to gold', Overstock.com shares fall 5% after earnings, Alibaba shares jump after report it's considering a Chinese listing, New investors discovering they have hefty tax bills to pay may be contributing to bitcoin's fall",0.6362
550,16/03/2018,Finance,"The big winners in initial coin offerings are lawyers, Ripple CEO says, Bitcoin mining firms getting pushback from New York state for trying to profit from cheap electricity, Shares of Siemens medical equipment unit Healthineers rise in Frankfurt debut, Europe closes higher amid political, trade concerns; Nex Group jumps 30.3%",0.802
554,18/03/2018,Markets,Chinese search giant Baidu's video streaming unit iQiyi launches $2.4 billion US IPO,0
555,19/03/2018,Markets,"Trump issues action blocking Venezuela cryptocurrencies within US, Dow drops 335 points, Nasdaq slides 1.8% as Facebook drags tech shares lower, Europe markets close lower as Micro Focus tanks 46%; investors look ahead to Fed meeting, Bitcoin bounces $700 in less than three hours, capping wild weekend that brought it below $7,400, It is 'hard to understand' why investors are suing Credit Suisse over volatility product, says its CEO, China's car market will grow close to 20 percent in the next five years, Alibaba-backed company predicts, Bitcoin moves above $8,400 after news that 'could have been worse' from G-20 regulators, Bitcoin is unfolding like the dot-com crash — just 15 times faster",-0.8271
566,20/03/2018,Markets,"Analyst who called the last pullback says it's time to buy on the dip again, European equities close higher ahead of Fed meeting; Bellway up 3.5 percent, Zuckerberg has sold more Facebook stock in the last 3 months than any insider at any other company, Facebook stock is still worth more than Coca-Cola, PepsiCo and McDonald's combined",0.2263
570,21/03/2018,Markets,"A global backlash against tech companies is coming that will burst the 'data/platform bubble': Nomura, An early bitcoin pioneer predicts how the blockchain will change banking, Alt-coin bear market is over, but bitcoin is still the best bet: Wall Street's Tom Lee, European markets close lower as Fed considers rate hike; Kingfisher dives 10.7%",0.6124
574,22/03/2018,Markets,"February's market jitters should be seen as a 'wake-up call': Credit Suisse, The market fell because of the tariffs: Art Cashin, Cryptocurrency slammed by HBO's John Oliver makes a 30 percent comeback this week, European stocks slump at the close as trade fears weigh; BOE holds steady, Citigroup sets restrictions on gun sales by business partners, Janus' Bill Gross says US, global economies are too leveraged for an aggressive Fed, JP Morgan: 'Goldilocks' stock conditions ahead after Fed decision, Bitcoin falls back below $9,000 after Japan adds to regulatory uncertainty, There could be a silver lining to trade war fears for Asian markets",-0.9164
583,23/03/2018,Markets,"Global markets slump as trade-war tensions escalate, European stocks follow Wall Street to close lower as trade war fears escalate, US futures fall on trade worries, Dow implied open more than 100 points in the red, Japanese regulator warns major cryptocurrency exchange for operating without a license, bitcoin falls",-0.93
589,25/03/2018,Finance,"China will steadily advance financial reforms, open sector: Central bank governor",0
590,26/03/2018,Markets,"Shares of cryptocurrency play Longfin drop after short seller Citron calls it a 'pure stock scheme', Cryptocurrency litecoin falls 10% after payments processor 'LitePay' closes; 'We got too excited,' coin founder says, UK digital bank that beat peers to an annual profit ‘will go into’ China — eventually, Traders are betting heavily against Tesla's junk bonds, A 'more severe' correction is coming, Allianz CEO predicts, European stocks close lower amid tense Russia relations; Fresnillo up 4.5%; Smurfit Kappa down 3%, China's new oil benchmark jumps more than 6 percent",0.079
598,27/03/2018,Finance,"Crown prince is putting together a slew of deals to boost Saudi Arabia's tech hopes, Popular 'FANG' stocks drop most ever as tech backlash grows, European stocks rebound to close higher after global trade concerns ease; GSK up almost 5%, Tesla shares fall after Moody's downgrades credit rating, China fund managers predicted to double their managed assets in the next 5 years, Cboe encourages SEC to allow bitcoin ETFs, Economist fears a 30 percent stock market correction with consumer spending ‘maxed out’, Saudi Stock Exchange chairwoman says 'we are doing everything' to get ready for giant Aramco IPO",0.9472
609,28/03/2018,Markets,"European markets close mixed amid tech sell-off; Shire shares surge 14%, Elon Musk 'may have fallen in love with the wrong thing' and it's hurting Tesla, Bernstein says, Wells Fargo doesn't appear ready to cut off business with gun sellers, There's only one survivor of this year's cryptocurrency slaughter: VeChain, Rio Tinto sells its last Australian coal mine for $2.25 billion, Commerce Sec Wilbur Ross says Saudi economic transformation could be bigger for kingdom than discovery of oil, Ripple gives away $29 million of its cryptocurrency to public schools",-0.4606
617,29/03/2018,Finance,"US subprime mortgage bonds back in fashion, Overstock.com stock offering canceled, source says; shares rise, Bitcoin falls below $7,000, now down more than 25% for the week, Buffett rumor can't save GE from being the worst Dow performer in the first quarter, Ripple is the worst performer among major cryptocurrencies in the first quarter, Europe closes higher as Renault jumps 6%; Stoxx 600 down 5% for the quarter, Shares of a personal data broker plunge as Facebook cuts ties, Record ‘megadeals’ push global takeovers beyond $1.2 trillion, 5 things weighing on the tech sector right now — and why there could be ‘more pain to come’, Trump hasn't dented enthusiasm for Chinese IPOs in the US",-0.9364
627,30/03/2018,Markets,China launches new share issue options to attract innovative firms,0.765
629,02/04/2018,Markets,"Market plunges on first day of second-quarter trading, but some analysts remain bullish, Bitcoin's market value should fall by more than a third before year-end, Swiss researchers say, JPMorgan's top blockchain executive Amber Baldet to leave for her own startup, Biotech stock Alkermes plunges 20% after FDA refuses to review its depression treatment",-0.2617
633,03/04/2018,Markets,"The market may test more lows soon as it seeks a new leader besides tech, analysts say, European stocks close lower after tech sell-off; Sodexo down 4.5%, Trump’s tax cut windfall lifts stock dividends to new record, Bitcoin prices jump after Japanese online broker reportedly makes bid for a crypto exchange, Some stock markets have formed ‘death crosses’ and will likely see a long-term slump, strategist says, Spotify's reference price is set at $132 by the New York Stock Exchange, New York Fed launches a US Libor contender, Both Silicon Valley and Wall Street are taking notes on Spotify's unconventional debut, Bitcoin had its worst first quarter in history with over $119 billion wiped off its value, Shares of cryptocurrency play Longfin drop 30% after disclosing SEC investigation",-0.624
643,04/04/2018,Markets,"CEO of controversial crypto company Longfin blames short sellers for stock plunge, Fallout from a trade war biggest risk to the market: Wall Street veteran Peter Boockvar, A China-US trade war could hurt the IPO market for a time: EY, European stocks close lower as China fires back at US amid trade war fears, Watch how futures markets in stocks, soybeans and the dollar tanked suddenly overnight on the China trade retaliation, It is ‘difficult’ to see the start of a recession any time soon, Goldman Sachs strategist says",-0.9808
649,05/04/2018,Markets,"European stocks close sharply higher as trade fears ease; Ubisoft up 11%, US households owe $25 billion in taxes on cryptocurrencies, analyst Tom Lee estimates, India's central bank bans financial firms from dealing with cryptocurrency, Bitcoin is 'worthless' and will perform worse than stocks in the coming months, analyst says, 'Epic’ market bubble is ready to burst and stocks could plunge, strategist warns, Brazilian stocks jump after court ruling likely cripples Lula's chances for election run, Chinese state media claims victory in trade dispute so far, saying Beijing's tariffs will hurt Trump voters, Stocks are headed sharply lower at the open after Trump threatens more tariffs on China, Market volatility is reminiscent of the 1987 crash: Veteran trader Art Cashin, Facebook shares jump after Zuckerberg says data scandal has had no 'meaningful impact', Barclays upgrades Merck, downgrades competitor Pfizer, Shares of Citi and Wells Fargo rise after UBS upgrades both to buy",-0.9378
663,06/04/2018,Markets,"Mark Cuban: With Gary Cohn gone, someone needs to tell Wall Street, 'Don't listen to the president', European stocks close lower amid escalating trade tensions",-0.5994
666,09/04/2018,Markets,"Something strange is happening with Japan's bond market: Hardly anyone is trading it, European close markets mixed; Deutsche Bank up 1.2% after management reshuffle, Bank of America: Tech stocks could be headed for regulatory-driven collapse similar to tobacco and banks, Citi warns of bigger market corrections ahead — but says ‘buy on the dips’, Brexit will cost the UK’s financial regulator $42 million, Deutsche Bank’s reshuffle leaves analysts questioning its future direction, Biotech shares soar on dealmaking, drug breakthroughs; AveXis jumps 81 percent",-0.0258
674,10/04/2018,Markets,"Kremlin says market slump is emotion-led, will be correction, Big banks have found a new way to stay in the subprime lending business, The market could be getting Xi's speech wrong, it doesn't mean there won't be a trade war, Failed by Facebook, We’ll Return to the Scene of the Crime. We Always Do., No longer safe assets: Invest in Russia at your own risk after US sanctions, strategist says, Deutsche Bank Chairman Achleitner says John Cryan was too slow in delivering results, Markets are soaring thanks to China's Xi: Read the highlights of his big speech on trade, European markets close higher as China's Xi soothes trade war concerns; LVMH surges 5%",-0.9628
683,11/04/2018,Markets,"All these wild swings in the stock market could mean it's bottoming soon and will rebound, China pledges to allow more foreign investment in financial sector by year-end, Europe shares close lower; Tesco up 7.2%",0.2263
686,12/04/2018,Markets,"BlackRock CEO Larry Fink: Don't try to time this wild stock market, Broadcom shares jump over 4% on $12 billion stock buyback announcement, Bank earnings are coming, and they're going to be huge, European markets close higher as Trump clarifies on Syria; Man Group 8% higher on earnings, We won’t reach 3% on the 10-year Treasury yield until 2020, economist predicts, Santander launches a blockchain-based foreign exchange service that uses Ripple’s technology",0.743
694,13/04/2018,Finance,"Here's why bank stocks are getting hit even after their earnings beat the Street, European markets close slightly higher; Sage down 8%",0
700,16/04/2018,Markets,"Europe ends in the red as political issues rumble on; WPP sinks 6.5%, Russia stocks fall after US vows further sanctions; Rusal slumps to record lows, Rising cost of content cuts into earnings. One firm sells Disney shares in response, China's central state-owned firms should strictly control debt investments, regulator says",-0.5106
706,17/04/2018,Markets,"AMD and Caterpillar are among the stocks that could be big earnings season winners, according to Wall Street analysts, Europe finishes on a high note as strong earnings give stocks a boost",0.8442
708,18/04/2018,Markets,"Europe closes in positive territory amid earnings, jump in commodities, Goldman CEO supports Trump's effort to 'even out' US-China trade, Fund manager Jupiter sees Q1 net outflows of $1.9 billion, Goldman Sachs CEO Lloyd Blankfein: Economy looks 'awfully good' and should keep growing, Shares of aluminum producer Alcoa jump almost 4% after earnings beat, Ernst & Young partner files sexual harassment claim against firm after alleging 2015 groping",0.8268
715,19/04/2018,Markets,"Sleep Number shares tank after sales fall more than expected on competition from online sellers, Europe markets close mixed amid earnings; oil prices hit multi-year highs, There are good reasons to invest in emerging markets — despite higher rates and oil prices, says bond strategist, Shares of suppliers to Apple drop after an iPhone chip partner predicts ‘weak demand’ for smartphones, A global chipmaking giant is blaming a slump in bitcoin mining for its lowered outlook, Snap-On shares soar on strong earnings, Apple, Nvidia shares fall after a key Asian chip partner gives weak guidance",0.6808
724,20/04/2018,Finance,"Scandal-hit 1MDB hasn't been contacted by international investigators, CEO says, British regulators to fine Barclays CEO, monitor whistleblowing program, Europe ends slightly lower amid fresh earnings; Ericsson jumps 17.5%, Fine for Barclays CEO likely less than $2 million: Sources",0.4077
730,23/04/2018,Markets,"European markets close higher amid earnings; UBS down by almost 3%, Japan will reach 2% inflation target and can begin reducing stimulus in five years, BOJ's Kuroda says",0.0258
732,24/04/2018,Markets,"Watch the Dow's wild day on the Big Board, Caterpillar, Amazon were among the many big stocks reversing suddenly lower in dramatic fashion on Tuesday, European stocks close lower after US 10-year yield hits 3 percent for first time since 2014, More than $85 billion in value wiped from the popular 'FANG' tech stocks, Google has more information on you than Facebook, but users and investors don't seem to mind, Bitcoin rallies to a more than one month high near $9,300, 3% on the US Treasury yield is ‘just noise’ and does not matter, economist says",0.4289
741,25/04/2018,Finance,"Visa earnings: $1.11 per share, vs $1.02 expected, The 10-year Treasury yield has hit the 3% level — here’s what that means, Credit Suisse analyst explains why she likes the Saudi stock market, NYSE suspends trading in Amazon, Alphabet on floor because of issue with their $1,000 stock prices, Death of the earnings beat: Investors don't care that companies are blowing away Wall Street's estimates, Companies are complaining they can't find enough truck drivers to ship their stuff because of Amazon, European stocks close lower as rising yields put investors on edge",0.0701
748,26/04/2018,Markets,"European stocks close higher amid earnings; ECB takes center stage, Labor Department is reportedly investigating Wells Fargo's 401(k) unit, There are now 17 million bitcoins in existence — only 4 million left to 'mine', American Express closer to breaking into elusive Chinese market, Barclays and Paypal announce tie-up as banks mull big tech threat",-0.34
754,27/04/2018,Markets,"Charter plummets nearly 12% on big subscriber losses, drags cable stocks down, February's sell-off saw investors yank the most money from US stocks in a decade, Cramer on Amazon earnings: 'This was the best quarter I've ever seen' for a company, period, Chinese telecom giants Huawei and ZTE face market pressures amid US scrutiny, European stocks close higher as investors monitor earnings, Expedia shares rocket higher on first-quarter jump in bookings, Toronto Stock Exchange shuts down early on Friday after widespread technical issues, HSBC’s Bloom changes currencies call to a dollar bull run",0.34
762,29/04/2018,Finance,China eases restrictions on foreign ownership of securities ventures,0.5423
763,30/04/2018,Markets,"Apple shares jump on optimism for a big boost to buyback, dividend program, 'It's going to be a rough, rocky ride' for AMP investors: Morningstar, European stocks close higher amid merger news; Sainsbury's soars 15%",0.8126
766,01/05/2018,Markets,"Scaramucci says SkyBridge will form joint venture with HNA to tap Chinese market, UK stocks close slightly higher amid thin trade; Just Eat up 4%, Companies to return a record $1 trillion to investors this year in form of buybacks and dividends, estimates S&P, Wall Street veteran and CEO of Japanese online broker says cryptocurrencies could take off like derivatives did, The whole stock market waiting on Apple's earnings to decide to move up — or down, Bitcoin has 'elements of all of the different asset classes,' CFTC chairman says, Blackstone accelerates into subprime car loans, Chip stocks climb after Apple eases fears of iPhone slump",0.5423
774,02/05/2018,Markets,"Technology companies are driving a capital spending surge, European stocks close higher amid earnings; Apple suppliers rise, The market has been dead all year — here’s the only thing that's working, It appears China has stopped buying soybeans from the US altogether because of trade fight, Warren Buffett-backed USG to open sale talks with Germany's Knauf",-0.8316
779,03/05/2018,Markets,"Farmers may be worried about China’s canceled soybean orders, but other countries are filling the void right now, Market volatility is not over: Wall Street strategist, KKR shares jump after private equity firm announces structuring change, Richard Branson takes first step into private equity with $600 million fund, Activision Blizzard shares dive in wild ride following early release of incorrect earnings, European stocks close lower as euro zone inflation slips; US starts trade talks with China",0.296
788,04/05/2018,Markets,"Ferrari shares hit record high in Milan after automaker posted solid earnings, The value of what Buffett called 'financial weapons of mass destruction' is plunging, Beijing reportedly set to launch $47 billion investment fund for chipmaking, European stocks close higher after US payrolls data; Ferrari up 7.7%, Warren Buffett says he was buying lots of stock in the first quarter, Activist investor calls for Otis Elevator owner United Technologies to split into three",0.1027
798,07/05/2018,Markets,"Launch of bitcoin futures dragged down prices, Fed paper shows, Strategist picks the markets that will get a boost from Korean talks, Longtime analyst Dick Bove is now an investor in what he calls a 'golden age of banking', It’s ‘embarrassing’ to hold cash but there are few alternatives amid tough market, says investment manager, European markets close higher amid rising oil prices; Air France down 10%",-0.2846
803,08/05/2018,Markets,"European markets closed flat ahead of Trump’s decision on Iran deal, Facebook forming a new blockchain group, headed by Coinbase board member, Charlie Munger plays Berkshire's hand in China bet and seeks more opportunities",0.796
807,09/05/2018,Markets,"European markets close higher after Trump pulls US out of Iran deal, MoviePass owner's shares plunge more than 40%",0.296
809,10/05/2018,Markets,"European markets close mainly lower after BOE rate decision, Apple reportedly plans to offer new credit card with Goldman Sachs",0.1027
814,11/05/2018,Markets,"How commission-free trading app Robinhood tries to make money, Europe shares close higher to post longest weekly winning streak in 3 years, Goldman Sachs banker waves goodbye to Wall Street’s security in search of crypto riches, Here’s how blockchain may replace IDs in the future",0.886
819,12/05/2018,Finance,Walmart may launch IPO for India's Flipkart in as early as four years,0
820,14/05/2018,Markets,"MGM, casino stocks jump after Supreme Court says states can legalize sports betting, Europe shares close mixed as oil and gas sector rebounds; Italy edges towards coalition deal, China is reportedly close to removing tariffs on agricultural products in exchange for relief for ZTE, Apple, Intel and these other US tech companies have the most at stake in China-US trade fight, Warring Puerto Rico bondholders pitch a deal that could resolve a big dispute in the island's debt restructuring",0.2023
828,15/05/2018,Markets,"European markets close mixed amid earnings; Iliad shares slump 19%, Solid economy may not stay that way, says financial advisor. Here's how to protect your portfolio",0.6597
831,16/05/2018,Markets,"Small-cap stocks quietly rise to new all-time high, US and German bond yields have widened to levels not seen in almost 30 years, Europe markets close mainly higher but Italian stocks slide on political concerns",0
834,17/05/2018,Finance,"Malaysia to introduce sales and service tax after scrapping GST, Bear markets don't start when Russell 2000 hits new high: NYSE governor, JPMorgan and eBay under fire over shareholder meetings, Small insurance stock surges after Carl Icahn discloses big position, European markets close higher amid earnings; Ocado shares rally 44%; oil prices hit $80",-0.0516
840,18/05/2018,Markets,"Nordstrom shares drop 7% on weaker-than-expected sales growth, European markets close lower amid US-China trade news; Glencore down 4.4%, Riot Blockchain’s SEC subpoena part of formal investigation",-0.4767
845,21/05/2018,Markets,"Micron shares spike after a deal with Intel, These tech stocks — including Skyworks, Qualcomm — have the most to gain from a US-China trade truce, Europe closes higher as trade war concerns ease; Italian stocks lower, Trade truce with China could boost US beef, soybeans and other agriculture products",0.6096
851,22/05/2018,Finance,"Sell stocks as another correction is coming, strategist warns, Europe closes higher amid earnings; autos gain on China tariff cut; Altice rallies 19%",0.2263
853,23/05/2018,Markets,"European markets close lower amid Italian government uncertainty, trade jitters, Public sector assets saw a record $2.5 trillion surge in value last year, Investors should 'absolutely' own mainland China assets: Bank Julius Baer",0.0516
858,24/05/2018,Markets,"South Korean stocks ETF tumbles after Trump cancels meeting with North Korea's Kim Jong Un, European markets close lower as Trump cancels North Korea summit; Aryzta tumbles 26%",-0.6124
860,25/05/2018,Markets,"No recession until late 2020, so keep buying stocks, Credit Suisse says, Turkey's leadership scrambles to regain investor confidence in its monetary policy, European stocks close up despite political uncertainty in Italy; Trump reopens dialogue with North Korea",0.8507
865,28/05/2018,Markets,Italian stocks close down 2% in thin trading session; Genmab falls 20%,0
867,29/05/2018,Markets,"Hoping for a bullish stock market? Cheer for the Washington Capitals, Italy's power struggle could be a flashpoint for market 'contagion', Italy stocks close 2.6% lower on political turmoil as European markets slump, Fed slow to raise interest rates amid political turmoil: Art Cashin",-0.34
871,30/05/2018,Markets,"Biggest risk for US stocks on Italy's political struggle is the dollar: Market analyst with 40 years on Wall Street, Cars.com shares leap after report the company hired JP Morgan to explore a potential sale, Investor Mark Mobius predicts 30 percent drop in US stocks, Airline under China's HNA Group is raising funds ahead of a planned IPO, Italy's CDS markets price in super-sized sovereign credit rating cut, Former IMF chief economist: Europe should be OK — but 'I'm very worried about Italy', The Fed just proposed a plan to make life easier for banks by loosening the 'Volcker Rule', European stocks close slightly higher amid concerns of political turmoil in Italy, Bitcoin is the market's new fear gauge, investor says",-0.7396
881,31/05/2018,Markets,"European stocks close lower after US says it will impose steel and aluminum tariffs on EU, Goldman VP charged with insider trading, bank puts him on leave, Chinese stock addition to indexes will 'change the face' of emerging markets investing on Thursday, Commerce Secretary Ross says markets will 'adjust' to any surprises on trade, Warren Buffett didn't always have warm, fuzzy feelings about Uber",-0.6329
890,01/06/2018,Markets,"American soybeans at stake in reported US efforts to get China to buy more, European stocks close higher as Italian, Spanish indexes jump on political developments",0
894,04/06/2018,Markets,"The Nasdaq's record close bodes well for future gains, chart analysts say, Cash-rich companies are set to pour $2.5 trillion into buybacks, dividends and M&A this year, JP Morgan upgrades US stocks, downgrades Europe on Italy political turmoil",0.5473
900,05/06/2018,Finance,"Tepper says Allergan should split CEO and chairman role and overhaul management, European markets close lower as bank stocks slide; Italy's FTSE MIB down 1%, Howard Schultz: I don't think the stock market will 'continue to grow at the rate it has between now and 2020', Soybean exports to China are down big from last year with 'lost' sales mounting",-0.5423
907,06/06/2018,Markets,"Carl Icahn reportedly building small position in Allergan, joining David Tepper, Trump has cost the stock market an estimated $1 trillion in value with tough trade talk, European stocks close little changed as Italy woes linger, RPC plummets 12%, Shares of Twitter post 10-day winning streak after recovering from earlier losses",0.2263
911,07/06/2018,Markets,"European markets close slightly lower, dragged down by travel and leisure stocks, Nelson Peltz likes Flannery's turnaround plan at GE: 'It's onward and upward', Britain's FTSE fails to open, LSE says opening auction delayed, Going it alone: China government orders farmers to increase soybean acreage, Smucker shares plummet on weak earnings, concern about tariffs, America's biggest RV manufacturer warns tariffs are already raising costs, Procter & Gamble shares rise after activist Peltz says his reorganization plan under 'very serious consideration', Watch DOJ Antitrust Chief Makan Delrahim speak live",-0.4445
920,08/06/2018,Markets,"Britain's FCA goes ahead with disputed 'Aramco' listing rule, Elizabeth Warren and other Democratic senators ask for inquiry into Trump's 'reckless' jobs report comments, European stocks close lower as trade tensions mount ahead of G-7 summit",-0.8402
924,11/06/2018,Markets,"European markets close higher ahead of Trump-Kim summit; Italian banks rise, Warren Buffett finally gets closure on one of his rare investing mistakes, BlackRock in talks to buy stake in Italian fund house, The signs of a potential market crash are now appearing, asset manager warns",-0.4767
930,12/06/2018,Markets,"JP Morgan sees Weight Watchers rallying more than 20% as it adds more 'influencers' like Oprah, Europe finishes under slight pressure after Trump-Kim summit draws to a close, Exxon Mobil breaks with the past and bulks up energy trading to boost profit, China leads Asian stocks higher after Trump-Kim agreement",0.9232
935,13/06/2018,Markets,"Markets increase bets for fourth rate hike this year after Fed statement, European markets close higher ahead of Fed rate decision; Just Eat down 5%, Bitcoin notches two-month low in the wake of cryptocurrency exchange hack, Short seller Carson Block compares hot China stock Tal Education to Enron; shares dive",-0.128
939,14/06/2018,Markets,Europe markets close 1.4% higher as ECB plans 'dovish' end to QE; Aveva up 12%,0
940,15/06/2018,Markets,"Watch billionaire investor Howard Marks on the state of markets and the economy, Wynn Resorts and other US companies could get hit in a US-China trade war, European markets close lower after ECB-fueled rally; Rolls-Royce ends nearly up 8%, Watch Venmo COO discuss cryptocurrencies and the future of finance, Chinese stocks tumble amid trade fight, ETF falls for seven straight days, Here’s how top investors are preparing for the ECB’s ‘easy-money’ exit, World Cup is great for soccer fans but history shows your 401(k) may suffer during games, Shares of chipmaker NXP on wild ride amid conflicting reports about Chinese approval of Qualcomm bid",-0.4215
948,18/06/2018,Finance,"Investors still love equities but ‘market fragility’ could be ahead in the second half of 2018, The bigger cryptocurrencies get, the worse they perform, says central banking institution, European markets close lower as trade tensions rise, VW shares slip on Audi boss arrest, How one small business struck back against Chinese dumping, Market in 'earnings void right now,' but it will bounce back, says investor, Tesla's stock keeps rising as Elon Musk tweets",-0.928
957,19/06/2018,Markets,"Goldman Sachs CEO says the US and China are not in a 'suicide pact' on trade, Dow tumbles as China responds to latest Trump threat, Economy still strong despite trade war fears: Analysts, European stocks end on a gloomy note, as Trump's threat of new tariffs rattles investors, There's one Dow stock having a great day — Verizon, Soybean prices plunge to nine-year low on US-China trade war fears",0.069
964,20/06/2018,Markets,"Chinese investment in the US drops 90% amid political pressure, Europe ends on a mixed to positive note as trade war fears rumble on; OPEC in focus, Veteran trader Art Cashin 'stunned' Walgreens was added to the Dow but says it makes sense, Here's why Google and Amazon probably will never be included in the Dow, Hong Kong rising as hot IPO market, General Electric shareholders should rejoice at the Dow removal, Trump's trade fights have cost the stock market trillions and raised volatility, GE shares rebound from lower open even after the blue chip gets booted from the Dow",-0.128
975,21/06/2018,Markets,"Shares of Amazon and other online retailers slide after Supreme Court sales tax ruling, Goldman Sachs: Weak stock market returns are ahead even with booming earnings, The dollar keeps rising against China's yuan. That's set to continue, Chinese stocks under pressure from Trump's trade tactics, ETF posts worst losing streak in six years, European stocks close lower as OPEC meets; BOE holds rates steady, Inclusion in MSCI index is a ‘big milestone’ for Saudi market, stock exchange boss says, Trader builds $5 billion position after realizing he wasn't using test program, but brokerage says he can't keep his profit, Jim Rogers is the latest aging investing guru to launch an ETF programmed to trade like them",-0.4782
983,22/06/2018,Markets,"Europe ends sharply higher after OPEC secures deal on oil production; autos slip, Euro zone agrees on debt relief package for Greece, SEC investigates whether companies round up earnings, Cramer: Strength in tech and retail has 'masked' weakness in the broader market",0.6249
987,25/06/2018,Markets,"European markets close sharply lower on trade concerns, India has
proposed a new fix for its bad debt problem. It may not be enough",-0.872
989,26/06/2018,Markets,"Lofty tech stocks nowadays don't carry the same risk that fueled the late 1990s dot-com bubble: BlackRock, Investing in soccer may be wise, says Goldman Sachs investment banking co-head, GE says it plans to 'adjust' its dividend after it spins off its health care unit, Europe ends on a mixed note, after trade concerns fuel recent sell-off; Inmarsat sinks 12.5%, GE shares pop after it reveals plan to spin off health-care unit, post best day in 3 years",0.891
996,27/06/2018,Finance,"This
Amazon job post may reveal the e-commerce giant's next move in China, Bank of England attacks EU
over $38 trillion Brexit risk, Madison Square Garden stock jumps 10% after board approves plan to explore sports spinoff, Europe finishes on a high, as oil climbs and trade concerns alleviate , WWE shares pop 15 percent after multi-million dollar TV deals with Fox, Comcast, China is languishing in bear market territory amid 'worrisome' trade news, With unicorns in the pipeline, Hong Kong IPO markets will be 'totally different' in second half of 2018: EY, North Korea could account for nearly a quarter of a unified Korean Peninsula's economy one day, UBS says, Stuffed mailbox? Banks are sending out a lot more letters to get you to borrow more, Toyota warns Trump: Car tariffs will increase cost of every vehicle sold in US",0.2782
1006,28/06/2018,Markets,"European markets close lower amid ongoing trade fears, Another ex-Equifax employee is charged with insider trading related to data breach",-0.7003
1011,29/06/2018,Markets,"European stocks finish on a high after EU migration deal; oil prices climb, Chinese stocks tumble into bear market, with Shanghai index on pace for worst year since 2011, Deutsche Bank CEO: We won't get rid of our US unit despite failing Fed bank stress tests, Here's who's making money from immigration enforcement",-0.6367
